mqc_id	SNPClass	Sample	TgtRegionSize	TN	FN	TP	FP	Fscore	Sensitivity-Recall	Specificity	FDR	PPV	Precision	AltId	CmpFootprint	AllVarMeanDP	CovBin	Aligner	SNVCaller
I30x_HG001_grapev1_0-sent-deep19b-SNPtv	SNPtv	I30x_HG001_grapev1_0	2490378273.0	2489363217.0	1456.0	1013600.0	983.0	0.9987983084676635	0.9985655963808894	0.9999996051200544	0.0009688709548652007	0.9990311290451348	0.9990311290451348	HG001	giabHC_x_ultima	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-INS_50	INS_50	I30x_HG001_grapev1_0	2490378273.0	2490230755.0	387.0	147131.0	70.0	0.9984493704172449	0.9973765913312274	0.999999971890156	0.0004755402476885347	0.9995244597523114	0.9995244597523114	HG001	giabHC_x_ultima	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-INS_gt50	INS_gt50	I30x_HG001_grapev1_0	2490378273.0	2490378273.0	0.0	0.0	2.0			0.9999999991969092	1.0	0.0	0.0	HG001	giabHC_x_ultima	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-DEL_50	DEL_50	I30x_HG001_grapev1_0	2490378273.0	2490220832.0	215.0	157226.0	83.0	0.9990532168387608	0.9986344090802268	0.9999999666696238	0.0005276239757420109	0.999472376024258	0.999472376024258	HG001	giabHC_x_ultima	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-DEL_gt50	DEL_gt50	I30x_HG001_grapev1_0	2490378273.0	2490378273.0	0.0	0.0	0.0			1.0				HG001	giabHC_x_ultima	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-Indel_50	Indel_50	I30x_HG001_grapev1_0	2490378273.0	2490366265.0	10.0	11998.0	13.0	0.9990424247470753	0.9991672218520986	0.9999999947798843	0.0010823411872450254	0.998917658812755	0.998917658812755	HG001	giabHC_x_ultima	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-Indel_gt50	Indel_gt50	I30x_HG001_grapev1_0	2490378273.0	2490378110.0	2.0	161.0	0.0	0.9938271604938271	0.9877300613496932	1.0	0.0	1.0	1.0	HG001	giabHC_x_ultima	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-All	All	I30x_HG001_grapev1_0	2490378273.0	2486880792.0	4741.0	3492740.0	2443.0	0.9989726376099294	0.9986444529648624	0.9999990176458767	0.0006989619713760339	0.9993010380286239	0.9993010380286239	HG001	giabHC_x_ultima	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-SNPts	SNPts	I30x_HG001_grapev1_0	2799325643.0	2797105690.0	3222.0	2216731.0	196219.0	0.9569511815809655	0.9985486179211902	0.999929854192939	0.08131913218259806	0.9186808678174019	0.9186808678174019	HG001	ultima	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-SNPtv	SNPtv	I30x_HG001_grapev1_0	2799325643.0	2798284605.0	1786.0	1039252.0	110606.0	0.9487004403677763	0.9982844046038665	0.9999604752039436	0.09619100793315348	0.9038089920668465	0.9038089920668465	HG001	ultima	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-INS_50	INS_50	I30x_HG001_grapev1_0	2799325643.0	2799164753.0	794.0	160096.0	30419.0	0.9111765626556253	0.9950649512089005	0.9999891329478187	0.15966721780437235	0.8403327821956277	0.8403327821956277	HG001	ultima	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-INS_gt50	INS_gt50	I30x_HG001_grapev1_0	2799325643.0	2799325624.0	19.0	0.0	149.0		0.0	0.9999999467728975	1.0	0.0	0.0	HG001	ultima	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-DEL_50	DEL_50	I30x_HG001_grapev1_0	2799325643.0	2799153668.0	718.0	171257.0	40670.0	0.8921912363050987	0.9958249745602559	0.9999854708194255	0.1919057033789937	0.8080942966210063	0.8080942966210063	HG001	ultima	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-DEL_gt50	DEL_gt50	I30x_HG001_grapev1_0	2799325643.0	2799325616.0	27.0	0.0	170.0		0.0	0.9999999392710913	1.0	0.0	0.0	HG001	ultima	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-Indel_50	Indel_50	I30x_HG001_grapev1_0	2799325643.0	2799308065.0	28.0	17550.0	4072.0	0.895408163265306	0.9984070997838207	0.9999985453569303	0.18832670428267506	0.8116732957173249	0.8116732957173249	HG001	ultima	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-Indel_gt50	Indel_gt50	I30x_HG001_grapev1_0	2799325643.0	2799324697.0	10.0	936.0	540.0	0.772914946325351	0.9894291754756871	0.9999998070963699	0.36585365853658536	0.6341463414634146	0.6341463414634146	HG001	ultima	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-All	All	I30x_HG001_grapev1_0	2799325643.0	2795713217.0	6604.0	3605822.0	382845.0	0.9487640790607349	0.9981718656658988	0.9998630787385301	0.0959831943854927	0.9040168056145073	0.9040168056145073	HG001	ultima	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-SNPts	SNPts	I30x_HG001_grapev1_0	377862616.0	377595201.0	1357.0	266058.0	35752.0	0.9348078527822916	0.9949254903427257	0.999905325557357	0.11845863291474769	0.8815413670852523	0.8815413670852523	HG001	clinvar_genes	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-SNPtv	SNPtv	I30x_HG001_grapev1_0	377862616.0	377741409.0	692.0	120515.0	21507.0	0.9156665868882228	0.9942907587845586	0.9999430674661565	0.15143428482911098	0.848565715170889	0.848565715170889	HG001	clinvar_genes	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-INS_50	INS_50	I30x_HG001_grapev1_0	377862616.0	377835222.0	401.0	26993.0	18437.0	0.7413215423486762	0.9853617580492079	0.9999512059773384	0.4058331499009465	0.5941668500990536	0.5941668500990535	HG001	clinvar_genes	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-INS_gt50	INS_gt50	I30x_HG001_grapev1_0	377862616.0	377862612.0	4.0	0.0	94.0		0.0	0.999999751232396	1.0	0.0	0.0	HG001	clinvar_genes	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-DEL_50	DEL_50	I30x_HG001_grapev1_0	377862616.0	377833646.0	218.0	28752.0	17803.0	0.7613902681231381	0.9924749741111495	0.9999528836000309	0.38240790462893354	0.6175920953710665	0.6175920953710665	HG001	clinvar_genes	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-DEL_gt50	DEL_gt50	I30x_HG001_grapev1_0	377862616.0	377862606.0	10.0	0.0	55.0		0.0	0.9999998544444697	1.0	0.0	0.0	HG001	clinvar_genes	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-Indel_50	Indel_50	I30x_HG001_grapev1_0	377862616.0	377858820.0	38.0	3758.0	4654.0	0.6156618610747051	0.9899894625922023	0.9999876833821731	0.5532572515454113	0.4467427484545887	0.44674274845458867	HG001	clinvar_genes	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-Indel_gt50	Indel_gt50	I30x_HG001_grapev1_0	377862616.0	377862466.0	10.0	140.0	178.0	0.5982905982905983	0.9333333333333333	0.9999995289293535	0.559748427672956	0.44025157232704404	0.44025157232704404	HG001	clinvar_genes	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-All	All	I30x_HG001_grapev1_0	377862616.0	377413670.0	2730.0	446216.0	98480.0	0.8981423893112408	0.9939190904919523	0.9997391342238918	0.18079809655293963	0.8192019034470603	0.8192019034470603	HG001	clinvar_genes	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-SNPts	SNPts	I30x_HG001_grapev1_0	3088286401.0	3086010853.0	9944.0	2265604.0	356188.0	0.9252385989128792	0.9956300636154456	0.9998845931169986	0.13585669648850862	0.8641433035114914	0.8641433035114914	HG001	hg38	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-SNPtv	SNPtv	I30x_HG001_grapev1_0	3088286401.0	3087205879.0	5589.0	1074933.0	253352.0	0.8925023881116254	0.9948275000416466	0.9999179415885217	0.1907361748419955	0.8092638251580044	0.8092638251580045	HG001	hg38	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-INS_50	INS_50	I30x_HG001_grapev1_0	3088286401.0	3088044902.0	3196.0	238303.0	168999.0	0.7345950453220633	0.986765990749444	0.9999452761351973	0.4149230791893975	0.5850769208106025	0.5850769208106025	HG001	hg38	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-INS_gt50	INS_gt50	I30x_HG001_grapev1_0	3088286401.0	3088286368.0	33.0	0.0	643.0		0.0	0.9999997917939629	1.0	0.0	0.0	HG001	hg38	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-DEL_50	DEL_50	I30x_HG001_grapev1_0	3088286401.0	3088031521.0	1898.0	252982.0	170014.0	0.7463960960411639	0.9925533584431889	0.9999449472458085	0.40192815062080967	0.5980718493791903	0.5980718493791903	HG001	hg38	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-DEL_gt50	DEL_gt50	I30x_HG001_grapev1_0	3088286401.0	3088286359.0	42.0	0.0	489.0		0.0	0.9999998416597862	1.0	0.0	0.0	HG001	hg38	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-Indel_50	Indel_50	I30x_HG001_grapev1_0	3088286401.0	3088247581.0	404.0	38416.0	45355.0	0.6267344258550791	0.9895929933024215	0.9999853138931637	0.5414164806436595	0.45858351935634045	0.4585835193563405	HG001	hg38	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-Indel_gt50	Indel_gt50	I30x_HG001_grapev1_0	3088286401.0	3088284963.0	68.0	1370.0	1747.0	0.601536772777168	0.952712100139082	0.99999943431418	0.560474815527751	0.439525184472249	0.439525184472249	HG001	hg38	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-All	All	I30x_HG001_grapev1_0	3088286401.0	3084393619.0	21174.0	3871608.0	996787.0	0.883810017763595	0.9945607023460343	0.9996769332665125	0.2047465335084766	0.7952534664915234	0.7952534664915234	HG001	hg38	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-SNPts	SNPts	I30x_HG001_grapev1_0	330063947.0	329811367.0	348.0	252232.0	219.0	0.9988772966411963	0.9986222187029852	0.9999993359845157	0.0008674950782528094	0.9991325049217472	0.9991325049217472	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-SNPtv	SNPtv	I30x_HG001_grapev1_0	330063947.0	329951528.0	167.0	112252.0	123.0	0.9987099299803376	0.9985144859854651	0.9999996272181102	0.0010945494994438266	0.9989054505005561	0.9989054505005561	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-INS_50	INS_50	I30x_HG001_grapev1_0	330063947.0	330047193.0	51.0	16703.0	12.0	0.9981176611192447	0.9969559508177152	0.9999999636415645	0.000717918037690697	0.9992820819623093	0.9992820819623093	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-INS_gt50	INS_gt50	I30x_HG001_grapev1_0	330063947.0	330063947.0	0.0	0.0	0.0			1.0				HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-DEL_50	DEL_50	I30x_HG001_grapev1_0	330063947.0	330045874.0	30.0	18043.0	11.0	0.9988651147341323	0.9983400652907652	0.9999999666713009	0.0006092832613271297	0.9993907167386729	0.9993907167386729	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-DEL_gt50	DEL_gt50	I30x_HG001_grapev1_0	330063947.0	330063947.0	0.0	0.0	0.0			1.0				HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-Indel_50	Indel_50	I30x_HG001_grapev1_0	330063947.0	330062829.0	0.0	1118.0	1.0	0.9995529727313366	1.0	0.9999999969702739	0.0008936550491510277	0.9991063449508489	0.9991063449508489	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-Indel_gt50	Indel_gt50	I30x_HG001_grapev1_0	330063947.0	330063930.0	0.0	17.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-All	All	I30x_HG001_grapev1_0	330063947.0	329662986.0	596.0	400365.0	366.0	0.9988000379197997	0.9985135711453234	0.9999988897765014	0.0009133308878025409	0.9990866691121975	0.9990866691121975	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-SNPts	SNPts	I30x_HG001_grapev1_0	2512291789.0	2510083759.0	7884.0	2200146.0	2874.0	0.9975611249022341	0.9964293963397236	0.9999988550195988	0.0013045728136830352	0.998695427186317	0.998695427186317	HG001	giabHC	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-SNPtv	SNPtv	I30x_HG001_grapev1_0	2512291789.0	2511246118.0	4361.0	1041310.0	1784.0	0.9970580701993763	0.995829472176239	0.9999992895962209	0.0017102964833466592	0.9982897035166534	0.9982897035166534	HG001	giabHC	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-INS_50	INS_50	I30x_HG001_grapev1_0	2512291789.0	2512079521.0	1284.0	210984.0	191.0	0.9965166504110351	0.9939510430210865	0.9999999239673809	0.0009044631230022493	0.9990955368769977	0.9990955368769977	HG001	giabHC	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-INS_gt50	INS_gt50	I30x_HG001_grapev1_0	2512291789.0	2512291789.0	0.0	0.0	2.0			0.9999999992039141	1.0	0.0	0.0	HG001	giabHC	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-DEL_50	DEL_50	I30x_HG001_grapev1_0	2512291789.0	2512064679.0	636.0	226474.0	192.0	0.9981753111667431	0.9971995949099556	0.9999999235688528	0.0008470613148862203	0.9991529386851138	0.9991529386851138	HG001	giabHC	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-DEL_gt50	DEL_gt50	I30x_HG001_grapev1_0	2512291789.0	2512291789.0	0.0	0.0	0.0			1.0				HG001	giabHC	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-Indel_50	Indel_50	I30x_HG001_grapev1_0	2512291789.0	2512263794.0	141.0	27854.0	35.0	0.9968506191396463	0.9949633863189855	0.9999999860683422	0.0012549750797805586	0.9987450249202194	0.9987450249202194	HG001	giabHC	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-Indel_gt50	Indel_gt50	I30x_HG001_grapev1_0	2512291789.0	2512291541.0	10.0	238.0	1.0	0.9774127310061602	0.9596774193548387	0.9999999996019571	0.0041841004184100415	0.99581589958159	0.99581589958159	HG001	giabHC	-1	-2	sent	deep19b
I30x_HG001_grapev1_0-sent-deep19b-All	All	I30x_HG001_grapev1_0	2512291789.0	2508570467.0	14316.0	3707006.0	5079.0	0.9973908330325516	0.9961529800431137	0.9999979753450088	0.0013682337554231652	0.9986317662445768	0.9986317662445768	HG001	giabHC	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-SNPts	SNPts	I30x_HG002_grapev1_0	2542242843.0	2539963312.0	11408.0	2268123.0	2116.0	0.9970275420515763	0.9949954617857796	0.9999991669177948	0.0009320604570708194	0.9990679395429292	0.9990679395429292	HG002	giabHC	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-SNPtv	SNPtv	I30x_HG002_grapev1_0	2542242843.0	2541157743.0	5847.0	1079253.0	1128.0	0.9967790066040756	0.9946115565385679	0.9999995561080368	0.0010440761175918496	0.9989559238824082	0.9989559238824082	HG002	giabHC	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-INS_50	INS_50	I30x_HG002_grapev1_0	2542242843.0	2542005116.0	1550.0	236177.0	190.0	0.9963298417613384	0.9934799160381446	0.9999999252558602	0.0008038347146598298	0.9991961652853402	0.9991961652853402	HG002	giabHC	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-INS_gt50	INS_gt50	I30x_HG002_grapev1_0	2542242843.0	2542242828.0	14.0	1.0	0.0	0.125	0.06666666666666667	1.0	0.0	1.0	1.0	HG002	giabHC	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-DEL_50	DEL_50	I30x_HG002_grapev1_0	2542242843.0	2541989666.0	926.0	252251.0	218.0	0.9977375476123612	0.9963424797671194	0.999999914240414	0.00086347234710004	0.9991365276529	0.9991365276529	HG002	giabHC	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-DEL_gt50	DEL_gt50	I30x_HG002_grapev1_0	2542242843.0	2542242839.0	2.0	2.0	0.0	0.6666666666666666	0.5	1.0	0.0	1.0	1.0	HG002	giabHC	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-Indel_50	Indel_50	I30x_HG002_grapev1_0	2542242843.0	2542208977.0	96.0	33770.0	8.0	0.9984625391756844	0.9971652985294986	0.9999999968531305	0.0002368405471016638	0.9997631594528983	0.9997631594528983	HG002	giabHC	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-Indel_gt50	Indel_gt50	I30x_HG002_grapev1_0	2542242843.0	2542242357.0	2.0	484.0	1.0	0.9969104016477858	0.9958847736625515	0.9999999996066464	0.002061855670103093	0.9979381443298969	0.9979381443298969	HG002	giabHC	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-All	All	I30x_HG002_grapev1_0	2542242843.0	2538352937.0	19845.0	3870061.0	3661.0	0.9969722918202675	0.9948983343042223	0.999998557728255	0.0009450858889718984	0.9990549141110281	0.9990549141110281	HG002	giabHC	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-SNPts	SNPts	I30x_HG002_grapev1_0	334331262.0	334071951.0	399.0	258912.0	101.0	0.9990353524050594	0.9984613070791444	0.9999996976700104	0.0003899418175921672	0.9996100581824078	0.9996100581824078	HG002	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-SNPtv	SNPtv	I30x_HG002_grapev1_0	334331262.0	334215358.0	197.0	115707.0	63.0	0.9988777333667135	0.9983003175041414	0.9999998114988237	0.0005441824306815237	0.9994558175693184	0.9994558175693184	HG002	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-INS_50	INS_50	I30x_HG002_grapev1_0	334331262.0	334313372.0	63.0	17827.0	11.0	0.9979287953425885	0.9964784795975405	0.9999999670967404	0.0006166610606570243	0.999383338939343	0.999383338939343	HG002	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-INS_gt50	INS_gt50	I30x_HG002_grapev1_0	334331262.0	334331261.0	1.0	0.0	0.0		0.0	1.0				HG002	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-DEL_50	DEL_50	I30x_HG002_grapev1_0	334331262.0	334311539.0	52.0	19671.0	10.0	0.9984265556796265	0.9973634842569589	0.9999999700877819	0.0005081042629947665	0.9994918957370053	0.9994918957370053	HG002	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-DEL_gt50	DEL_gt50	I30x_HG002_grapev1_0	334331262.0	334331262.0	0.0	0.0	0.0			1.0				HG002	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-Indel_50	Indel_50	I30x_HG002_grapev1_0	334331262.0	334329895.0	0.0	1367.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	HG002	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-Indel_gt50	Indel_gt50	I30x_HG002_grapev1_0	334331262.0	334331234.0	0.0	28.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	HG002	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-All	All	I30x_HG002_grapev1_0	334331262.0	333917038.0	712.0	413512.0	185.0	0.9989165632952903	0.9982811232569817	0.9999994459704763	0.0004471871925588051	0.9995528128074412	0.9995528128074412	HG002	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-SNPts	SNPts	I30x_HG002_grapev1_0	3088286401.0	3085944026.0	14930.0	2327445.0	296452.0	0.9373006553003943	0.9936261273280325	0.9999039439725733	0.11298156901738139	0.8870184309826186	0.8870184309826186	HG002	hg38	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-SNPtv	SNPtv	I30x_HG002_grapev1_0	3088286401.0	3087168736.0	7837.0	1109828.0	219727.0	0.9070112208955468	0.9929880599285117	0.9999288307893116	0.16526356562910147	0.8347364343708985	0.8347364343708985	HG002	hg38	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-INS_50	INS_50	I30x_HG002_grapev1_0	3088286401.0	3088022525.0	3942.0	259934.0	147149.0	0.7748133641548888	0.985061165092695	0.9999523507399095	0.3614717391784968	0.6385282608215033	0.6385282608215033	HG002	hg38	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-INS_gt50	INS_gt50	I30x_HG002_grapev1_0	3088286401.0	3088286278.0	121.0	2.0	582.0	0.005657708628005658	0.016260162601626018	0.9999998115460038	0.9965753424657534	0.003424657534246589	0.003424657534246575	HG002	hg38	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-DEL_50	DEL_50	I30x_HG002_grapev1_0	3088286401.0	3088007673.0	2584.0	276144.0	146723.0	0.787189190344857	0.9907293131655234	0.9999524884506454	0.34697197936939983	0.6530280206306002	0.6530280206306002	HG002	hg38	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-DEL_gt50	DEL_gt50	I30x_HG002_grapev1_0	3088286401.0	3088286348.0	50.0	3.0	471.0	0.011385199240986717	0.05660377358490566	0.9999998474882589	0.9936708860759493	0.006329113924050667	0.006329113924050633	HG002	hg38	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-Indel_50	Indel_50	I30x_HG002_grapev1_0	3088286401.0	3088242798.0	382.0	43221.0	39988.0	0.6816547329905687	0.9912391349219091	0.999987051703885	0.4805730149382879	0.5194269850617121	0.519426985061712	HG002	hg38	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-Indel_gt50	Indel_gt50	I30x_HG002_grapev1_0	3088286401.0	3088284834.0	74.0	1493.0	1634.0	0.6361312313591819	0.9527760051052967	0.9999994709040055	0.5225455708346658	0.4774544291653342	0.4774544291653342	HG002	hg38	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-All	All	I30x_HG002_grapev1_0	3088286401.0	3084238411.0	29920.0	4018070.0	852726.0	0.9010351857304346	0.9926086773929778	0.9997235977926963	0.17506912627833315	0.8249308737216668	0.8249308737216668	HG002	hg38	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-SNPts	SNPts	I30x_HG002_grapev1_0	2518602953.0	2516379864.0	2464.0	2220625.0	649.0	0.9992995621644767	0.9988916323188141	0.9999997420898801	0.0002921746709320867	0.9997078253290679	0.9997078253290679	HG002	giabHC_x_ultima	-1	-2	sent	deep19b
I30x_HG002_grapev1_0-sent-deep19b-SNPtv	SNPtv	I30x_HG002_grapev1_0	2518602953.0	2517558454.0	1311.0	1043188.0	356.0	0.9992016447937135	0.998744852795455	0.9999998585931742	0.00034114517452067184	0.9996588548254793	0.9996588548254793	HG002	giabHC_x_ultima	-1	-2	sent	deep19b
