mqc_id	SNPClass	Sample	TgtRegionSize	TN	FN	TP	FP	Fscore	Sensitivity-Recall	Specificity	FDR	PPV	Precision	AltId	CmpFootprint	AllVarMeanDP	CovBin	Aligner	SNVCaller
I30x_HG001_grapev1_0-sent-deep19-INS_50	INS_50	I30x_HG001_grapev1_0	2490378273.0	2490230755.0	387.0	147131.0	70.0	0.9984493704172449	0.9973765913312274	0.999999971890156	0.0004755402476885347	0.9995244597523114	0.9995244597523114	HG001	giabHC_x_ultima	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-INS_gt50	INS_gt50	I30x_HG001_grapev1_0	2490378273.0	2490378273.0	0.0	0.0	2.0			0.9999999991969092	1.0	0.0	0.0	HG001	giabHC_x_ultima	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-DEL_50	DEL_50	I30x_HG001_grapev1_0	2490378273.0	2490220832.0	215.0	157226.0	83.0	0.9990532168387608	0.9986344090802268	0.9999999666696238	0.0005276239757420109	0.999472376024258	0.999472376024258	HG001	giabHC_x_ultima	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-DEL_gt50	DEL_gt50	I30x_HG001_grapev1_0	2490378273.0	2490378273.0	0.0	0.0	0.0			1.0				HG001	giabHC_x_ultima	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-Indel_50	Indel_50	I30x_HG001_grapev1_0	2490378273.0	2490366265.0	10.0	11998.0	13.0	0.9990424247470753	0.9991672218520986	0.9999999947798843	0.0010823411872450254	0.998917658812755	0.998917658812755	HG001	giabHC_x_ultima	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-Indel_gt50	Indel_gt50	I30x_HG001_grapev1_0	2490378273.0	2490378110.0	2.0	161.0	0.0	0.9938271604938271	0.9877300613496932	1.0	0.0	1.0	1.0	HG001	giabHC_x_ultima	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-All	All	I30x_HG001_grapev1_0	2490378273.0	2486880792.0	4741.0	3492740.0	2443.0	0.9989726376099294	0.9986444529648624	0.9999990176458767	0.0006989619713760339	0.9993010380286239	0.9993010380286239	HG001	giabHC_x_ultima	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-SNPts	SNPts	I30x_HG001_grapev1_0	334933992.0	334674269.0	1085.0	258638.0	563.0	0.9968241977630636	0.9958224724032912	0.9999983177701274	0.0021720595213753032	0.9978279404786247	0.9978279404786247	HG001	giabHC_x_clinvar_genes	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-SNPtv	SNPtv	I30x_HG001_grapev1_0	334933992.0	334816889.0	511.0	116592.0	287.0	0.9965894812421469	0.995636320162592	0.9999991428157795	0.002455530933700665	0.9975444690662993	0.9975444690662993	HG001	giabHC_x_clinvar_genes	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-INS_50	INS_50	I30x_HG001_grapev1_0	334933992.0	334909712.0	174.0	24106.0	36.0	0.9956631283300978	0.992833607907743	0.9999998925083542	0.0014911772015574517	0.9985088227984426	0.9985088227984426	HG001	giabHC_x_clinvar_genes	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-INS_gt50	INS_gt50	I30x_HG001_grapev1_0	334933992.0	334933992.0	0.0	0.0	0.0			1.0				HG001	giabHC_x_clinvar_genes	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-DEL_50	DEL_50	I30x_HG001_grapev1_0	334933992.0	334907919.0	86.0	25987.0	27.0	0.9978305527290879	0.9967015686725732	0.9999999193808319	0.0010379026677942646	0.9989620973322058	0.9989620973322058	HG001	giabHC_x_clinvar_genes	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-DEL_gt50	DEL_gt50	I30x_HG001_grapev1_0	334933992.0	334933992.0	0.0	0.0	0.0			1.0				HG001	giabHC_x_clinvar_genes	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-Indel_50	Indel_50	I30x_HG001_grapev1_0	334933992.0	334931224.0	11.0	2757.0	4.0	0.9972870320130222	0.9960260115606936	0.9999999880572498	0.0014487504527345165	0.9985512495472655	0.9985512495472655	HG001	giabHC_x_clinvar_genes	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-Indel_gt50	Indel_gt50	I30x_HG001_grapev1_0	334933992.0	334933962.0	2.0	28.0	0.0	0.9655172413793104	0.9333333333333333	1.0	0.0	1.0	1.0	HG001	giabHC_x_clinvar_genes	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-All	All	I30x_HG001_grapev1_0	334933992.0	334504015.0	1869.0	428108.0	917.0	0.9967567013813705	0.9956532558718257	0.9999972586353375	0.002137404580152672	0.9978625954198473	0.9978625954198473	HG001	giabHC_x_clinvar_genes	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-SNPts	SNPts	I30x_HG001_grapev1_0	2799325643.0	2797105690.0	3222.0	2216731.0	196219.0	0.9569511815809655	0.9985486179211902	0.999929854192939	0.08131913218259806	0.9186808678174019	0.9186808678174019	HG001	ultima	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-SNPtv	SNPtv	I30x_HG001_grapev1_0	2799325643.0	2798284605.0	1786.0	1039252.0	110606.0	0.9487004403677763	0.9982844046038665	0.9999604752039436	0.09619100793315348	0.9038089920668465	0.9038089920668465	HG001	ultima	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-INS_50	INS_50	I30x_HG001_grapev1_0	2799325643.0	2799164753.0	794.0	160096.0	30419.0	0.9111765626556253	0.9950649512089005	0.9999891329478187	0.15966721780437235	0.8403327821956277	0.8403327821956277	HG001	ultima	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-INS_gt50	INS_gt50	I30x_HG001_grapev1_0	2799325643.0	2799325624.0	19.0	0.0	149.0		0.0	0.9999999467728975	1.0	0.0	0.0	HG001	ultima	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-DEL_50	DEL_50	I30x_HG001_grapev1_0	2799325643.0	2799153668.0	718.0	171257.0	40670.0	0.8921912363050987	0.9958249745602559	0.9999854708194255	0.1919057033789937	0.8080942966210063	0.8080942966210063	HG001	ultima	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-DEL_gt50	DEL_gt50	I30x_HG001_grapev1_0	2799325643.0	2799325616.0	27.0	0.0	170.0		0.0	0.9999999392710913	1.0	0.0	0.0	HG001	ultima	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-Indel_50	Indel_50	I30x_HG001_grapev1_0	2799325643.0	2799308065.0	28.0	17550.0	4072.0	0.895408163265306	0.9984070997838207	0.9999985453569303	0.18832670428267506	0.8116732957173249	0.8116732957173249	HG001	ultima	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-Indel_gt50	Indel_gt50	I30x_HG001_grapev1_0	2799325643.0	2799324697.0	10.0	936.0	540.0	0.772914946325351	0.9894291754756871	0.9999998070963699	0.36585365853658536	0.6341463414634146	0.6341463414634146	HG001	ultima	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-All	All	I30x_HG001_grapev1_0	2799325643.0	2795713217.0	6604.0	3605822.0	382845.0	0.9487640790607349	0.9981718656658988	0.9998630787385301	0.0959831943854927	0.9040168056145073	0.9040168056145073	HG001	ultima	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-SNPts	SNPts	I30x_HG001_grapev1_0	2512291789.0	2510083759.0	7884.0	2200146.0	2874.0	0.9975611249022341	0.9964293963397236	0.9999988550195988	0.0013045728136830352	0.998695427186317	0.998695427186317	HG001	giabHC	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-SNPtv	SNPtv	I30x_HG001_grapev1_0	2512291789.0	2511246118.0	4361.0	1041310.0	1784.0	0.9970580701993763	0.995829472176239	0.9999992895962209	0.0017102964833466592	0.9982897035166534	0.9982897035166534	HG001	giabHC	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-INS_50	INS_50	I30x_HG001_grapev1_0	2512291789.0	2512079521.0	1284.0	210984.0	191.0	0.9965166504110351	0.9939510430210865	0.9999999239673809	0.0009044631230022493	0.9990955368769977	0.9990955368769977	HG001	giabHC	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-INS_gt50	INS_gt50	I30x_HG001_grapev1_0	2512291789.0	2512291789.0	0.0	0.0	2.0			0.9999999992039141	1.0	0.0	0.0	HG001	giabHC	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-DEL_50	DEL_50	I30x_HG001_grapev1_0	2512291789.0	2512064679.0	636.0	226474.0	192.0	0.9981753111667431	0.9971995949099556	0.9999999235688528	0.0008470613148862203	0.9991529386851138	0.9991529386851138	HG001	giabHC	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-DEL_gt50	DEL_gt50	I30x_HG001_grapev1_0	2512291789.0	2512291789.0	0.0	0.0	0.0			1.0				HG001	giabHC	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-Indel_50	Indel_50	I30x_HG001_grapev1_0	2512291789.0	2512263794.0	141.0	27854.0	35.0	0.9968506191396463	0.9949633863189855	0.9999999860683422	0.0012549750797805586	0.9987450249202194	0.9987450249202194	HG001	giabHC	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-Indel_gt50	Indel_gt50	I30x_HG001_grapev1_0	2512291789.0	2512291541.0	10.0	238.0	1.0	0.9774127310061602	0.9596774193548387	0.9999999996019571	0.0041841004184100415	0.99581589958159	0.99581589958159	HG001	giabHC	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-All	All	I30x_HG001_grapev1_0	2512291789.0	2508570467.0	14316.0	3707006.0	5079.0	0.9973908330325516	0.9961529800431137	0.9999979753450088	0.0013682337554231652	0.9986317662445768	0.9986317662445768	HG001	giabHC	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-SNPts	SNPts	I30x_HG001_grapev1_0	3088286401.0	3086010853.0	9944.0	2265604.0	356188.0	0.9252385989128792	0.9956300636154456	0.9998845931169986	0.13585669648850862	0.8641433035114914	0.8641433035114914	HG001	hg38	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-SNPtv	SNPtv	I30x_HG001_grapev1_0	3088286401.0	3087205879.0	5589.0	1074933.0	253352.0	0.8925023881116254	0.9948275000416466	0.9999179415885217	0.1907361748419955	0.8092638251580044	0.8092638251580045	HG001	hg38	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-INS_50	INS_50	I30x_HG001_grapev1_0	3088286401.0	3088044902.0	3196.0	238303.0	168999.0	0.7345950453220633	0.986765990749444	0.9999452761351973	0.4149230791893975	0.5850769208106025	0.5850769208106025	HG001	hg38	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-INS_gt50	INS_gt50	I30x_HG001_grapev1_0	3088286401.0	3088286368.0	33.0	0.0	643.0		0.0	0.9999997917939629	1.0	0.0	0.0	HG001	hg38	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-DEL_50	DEL_50	I30x_HG001_grapev1_0	3088286401.0	3088031521.0	1898.0	252982.0	170014.0	0.7463960960411639	0.9925533584431889	0.9999449472458085	0.40192815062080967	0.5980718493791903	0.5980718493791903	HG001	hg38	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-DEL_gt50	DEL_gt50	I30x_HG001_grapev1_0	3088286401.0	3088286359.0	42.0	0.0	489.0		0.0	0.9999998416597862	1.0	0.0	0.0	HG001	hg38	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-Indel_50	Indel_50	I30x_HG001_grapev1_0	3088286401.0	3088247581.0	404.0	38416.0	45355.0	0.6267344258550791	0.9895929933024215	0.9999853138931637	0.5414164806436595	0.45858351935634045	0.4585835193563405	HG001	hg38	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-Indel_gt50	Indel_gt50	I30x_HG001_grapev1_0	3088286401.0	3088284963.0	68.0	1370.0	1747.0	0.601536772777168	0.952712100139082	0.99999943431418	0.560474815527751	0.439525184472249	0.439525184472249	HG001	hg38	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-All	All	I30x_HG001_grapev1_0	3088286401.0	3084393619.0	21174.0	3871608.0	996787.0	0.883810017763595	0.9945607023460343	0.9996769332665125	0.2047465335084766	0.7952534664915234	0.7952534664915234	HG001	hg38	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-SNPts	SNPts	I30x_HG001_grapev1_0	330063947.0	329811367.0	348.0	252232.0	219.0	0.9988772966411963	0.9986222187029852	0.9999993359845157	0.0008674950782528094	0.9991325049217472	0.9991325049217472	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-SNPtv	SNPtv	I30x_HG001_grapev1_0	330063947.0	329951528.0	167.0	112252.0	123.0	0.9987099299803376	0.9985144859854651	0.9999996272181102	0.0010945494994438266	0.9989054505005561	0.9989054505005561	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-INS_50	INS_50	I30x_HG001_grapev1_0	330063947.0	330047193.0	51.0	16703.0	12.0	0.9981176611192447	0.9969559508177152	0.9999999636415645	0.000717918037690697	0.9992820819623093	0.9992820819623093	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-INS_gt50	INS_gt50	I30x_HG001_grapev1_0	330063947.0	330063947.0	0.0	0.0	0.0			1.0				HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-DEL_50	DEL_50	I30x_HG001_grapev1_0	330063947.0	330045874.0	30.0	18043.0	11.0	0.9988651147341323	0.9983400652907652	0.9999999666713009	0.0006092832613271297	0.9993907167386729	0.9993907167386729	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-DEL_gt50	DEL_gt50	I30x_HG001_grapev1_0	330063947.0	330063947.0	0.0	0.0	0.0			1.0				HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-Indel_50	Indel_50	I30x_HG001_grapev1_0	330063947.0	330062829.0	0.0	1118.0	1.0	0.9995529727313366	1.0	0.9999999969702739	0.0008936550491510277	0.9991063449508489	0.9991063449508489	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-Indel_gt50	Indel_gt50	I30x_HG001_grapev1_0	330063947.0	330063930.0	0.0	17.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-deep19-All	All	I30x_HG001_grapev1_0	330063947.0	329662986.0	596.0	400365.0	366.0	0.9988000379197997	0.9985135711453234	0.9999988897765014	0.0009133308878025409	0.9990866691121975	0.9990866691121975	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	deep19
I30x_HG001_grapev1_0-sent-gatk-SNPts	SNPts	I30x_HG001_grapev1_0	330063947.0	329811382.0	413.0	252152.0	2859.0	0.9935536747206329	0.9983647773840397	0.9999913314840763	0.011211281081992541	0.9887887189180075	0.9887887189180075	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-SNPtv	SNPtv	I30x_HG001_grapev1_0	330063947.0	329951564.0	198.0	112185.0	1321.0	0.9932754583003157	0.9982381676944022	0.9999959963980918	0.011638151287156626	0.9883618487128434	0.9883618487128434	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-INS_50	INS_50	I30x_HG001_grapev1_0	330063947.0	330047147.0	69.0	16731.0	124.0	0.9942653394740751	0.9958928571428571	0.9999996242962421	0.007356867398398101	0.9926431326016019	0.9926431326016019	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-INS_gt50	INS_gt50	I30x_HG001_grapev1_0	330063947.0	330063947.0	0.0	0.0	1.0			0.9999999969702841	1.0	0.0	0.0	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-DEL_50	DEL_50	I30x_HG001_grapev1_0	330063947.0	330045818.0	39.0	18090.0	132.0	0.9952958653131962	0.9978487506205527	0.9999996000556892	0.007243990780375371	0.9927560092196246	0.9927560092196246	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-DEL_gt50	DEL_gt50	I30x_HG001_grapev1_0	330063947.0	330063947.0	0.0	0.0	0.0			1.0				HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-Indel_50	Indel_50	I30x_HG001_grapev1_0	330063947.0	330062908.0	5.0	1034.0	2.0	0.9966265060240964	0.9951876804619827	0.9999999939405491	0.0019305019305019305	0.9980694980694981	0.9980694980694981	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-Indel_gt50	Indel_gt50	I30x_HG001_grapev1_0	330063947.0	330063933.0	0.0	14.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-All	All	I30x_HG001_grapev1_0	330063947.0	329663017.0	724.0	400206.0	4439.0	0.9935909133227818	0.9981941984885142	0.9999865349159609	0.010970109602243943	0.989029890397756	0.989029890397756	HG001	giabHC_x_ultima_x_clinvar	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-SNPts	SNPts	I30x_HG001_grapev1_0	3088286401.0	3086011600.0	13582.0	2261219.0	418514.0	0.9127877616744582	0.9940293678436047	0.9998644019191941	0.1561774997732983	0.8438225002267017	0.8438225002267017	HG001	hg38	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-SNPtv	SNPtv	I30x_HG001_grapev1_0	3088286401.0	3087206872.0	7515.0	1072014.0	295643.0	0.8761197555069372	0.9930386307361821	0.9999042452601856	0.21616750398674522	0.7838324960132548	0.7838324960132548	HG001	hg38	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-INS_50	INS_50	I30x_HG001_grapev1_0	3088286401.0	3088042755.0	3100.0	240546.0	179216.0	0.7251826930034005	0.9872766226410448	0.9999419679020216	0.42694669836717	0.5730533016328301	0.5730533016328301	HG001	hg38	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-INS_gt50	INS_gt50	I30x_HG001_grapev1_0	3088286401.0	3088286367.0	27.0	7.0	2471.0	0.005573248407643312	0.20588235294117646	0.9999991998805392	0.9971751412429378	0.0028248587570621764	0.002824858757062147	HG001	hg38	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-DEL_50	DEL_50	I30x_HG001_grapev1_0	3088286401.0	3088028864.0	2129.0	255408.0	185235.0	0.7316394053109514	0.9917332266819914	0.9999400187311949	0.4203743166236613	0.5796256833763387	0.5796256833763387	HG001	hg38	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-DEL_gt50	DEL_gt50	I30x_HG001_grapev1_0	3088286401.0	3088286361.0	34.0	6.0	2366.0	0.004975124378109453	0.15	0.9999992338799222	0.9974704890387859	0.002529510961214121	0.002529510961214165	HG001	hg38	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-Indel_50	Indel_50	I30x_HG001_grapev1_0	3088286401.0	3088251539.0	492.0	34370.0	23548.0	0.7408924337141626	0.9858872124376111	0.9999923750315834	0.4065748126661832	0.5934251873338168	0.5934251873338168	HG001	hg38	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-Indel_gt50	Indel_gt50	I30x_HG001_grapev1_0	3088286401.0	3088285108.0	49.0	1244.0	1597.0	0.601838413159168	0.9621036349574633	0.9999994828847991	0.562126011967617	0.437873988032383	0.437873988032383	HG001	hg38	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-All	All	I30x_HG001_grapev1_0	3088286401.0	3084394659.0	26928.0	3864814.0	1108590.0	0.871912092592722	0.9930807335121393	0.9996407101498405	0.2229036691971937	0.7770963308028063	0.7770963308028063	HG001	hg38	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-SNPts	SNPts	I30x_HG001_grapev1_0	2512291789.0	2510083991.0	10625.0	2197173.0	23808.0	0.9922251708653784	0.9951875126257022	0.9999905151483894	0.010719587425556544	0.9892804125744434	0.9892804125744434	HG001	giabHC	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-SNPtv	SNPtv	I30x_HG001_grapev1_0	2512291789.0	2511246496.0	5862.0	1039431.0	10253.0	0.9923077914459204	0.9943920030077691	0.9999959171836953	0.009767701517790116	0.9902322984822098	0.9902322984822098	HG001	giabHC	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-INS_50	INS_50	I30x_HG001_grapev1_0	2512291789.0	2512078133.0	1576.0	212080.0	851.0	0.9943106564428827	0.9926236567192122	0.9999996612367663	0.003996599837506046	0.996003400162494	0.996003400162494	HG001	giabHC	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-INS_gt50	INS_gt50	I30x_HG001_grapev1_0	2512291789.0	2512291788.0	0.0	1.0	13.0	0.13333333333333333	1.0	0.9999999948254419	0.9285714285714286	0.0714285714285714	0.07142857142857142	HG001	giabHC	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-DEL_50	DEL_50	I30x_HG001_grapev1_0	2512291789.0	2512063110.0	1084.0	227595.0	1132.0	0.9951552887369207	0.9952597308891503	0.9999995493745817	0.0049491314973746	0.9950508685026254	0.9950508685026254	HG001	giabHC	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-DEL_gt50	DEL_gt50	I30x_HG001_grapev1_0	2512291789.0	2512291789.0	0.0	0.0	3.0			0.9999999988058712	1.0	0.0	0.0	HG001	giabHC	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-Indel_50	Indel_50	I30x_HG001_grapev1_0	2512291789.0	2512266489.0	226.0	25074.0	11.0	0.9952962191128312	0.9910671936758894	0.9999999956214837	0.00043850906916483956	0.9995614909308351	0.9995614909308351	HG001	giabHC	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-Indel_gt50	Indel_gt50	I30x_HG001_grapev1_0	2512291789.0	2512291575.0	6.0	208.0	0.0	0.985781990521327	0.9719626168224299	1.0	0.0	1.0	1.0	HG001	giabHC	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-All	All	I30x_HG001_grapev1_0	2512291789.0	2508570848.0	19379.0	3701562.0	36071.0	0.9925656030227763	0.9947919088209138	0.9999856211032	0.009650760253882604	0.9903492397461174	0.9903492397461174	HG001	giabHC	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-SNPts	SNPts	I30x_HG001_grapev1_0	2490378273.0	2488213100.0	3676.0	2161497.0	19146.0	0.9947485121321289	0.9983022141879656	0.9999923053806449	0.008779979116251491	0.9912200208837485	0.9912200208837485	HG001	giabHC_x_ultima	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-SNPtv	SNPtv	I30x_HG001_grapev1_0	2490378273.0	2489363453.0	1968.0	1012852.0	7616.0	0.9952910841119291	0.9980607398356359	0.9999969405927084	0.007463242355468276	0.9925367576445318	0.9925367576445318	HG001	giabHC_x_ultima	-1	-2	sent	gatk
I30x_HG001_grapev1_0-sent-gatk-INS_50	INS_50	I30x_HG001_grapev1_0	2490378273.0	2490230354.0	497.0	147422.0	610.0	0.9962595159333809	0.9966400530019808	0.9999997550428017	0.00412073065283182	0.9958792693471682	0.9958792693471682	HG001	giabHC_x_ultima	-1	-2	sent	gatk
